station_name,date,count
FIFTH AVENUE & 42ND STREET,2010-06-11,63747
MAIN STREET,2010-06-11,274874
NEVINS STREET,2010-06-11,62181
ATLANTIC AVENUE,2010-06-11,190253
BERGEN STREET,2010-06-11,22754
GRAND ARMY PLAZA,2010-06-11,42735
EASTERN PARKWAY,2010-06-11,28969
NOSTRAND AVENUE,2010-06-11,21200
UTICA AVENUE,2010-06-11,134369
SUTTER AVENUE,2010-06-11,37329
SARATOGA AVENUE,2010-06-11,28993
ROCKWAY AVENUE,2010-06-11,28061
JUNIUS STREET,2010-06-11,10913
PENNSYLVANIA AVENUE,2010-06-11,27165
VAN SICLEN AVENUE,2010-06-11,16234
NEW LOTS AVENUE,2010-06-11,29053
ST GEORGE TERMINAL,2010-06-11,51713
FIFTH AVENUE & 60TH STREET,2010-06-11,114310
57TH STREET & 7TH AVENUE,2010-06-11,169245
49TH STREET & 7TH AVENUE,2010-06-11,158608
28TH STREET & BROADWAY,2010-06-11,61532
23RD STREET & 5TH AVENUE,2010-06-11,118200
59TH STREET/COLUMBUS CIRCLE,2010-06-11,361906
8TH STREET & BROADWAY,2010-06-11,100851
PRINCE STREET & BROADWAY,2010-06-11,96061
CITY HALL,2010-06-11,57509
CORTLANDT STREET,2010-06-11,21708
JAY ST-METROTECH,2010-06-11,23943
39TH AVENUE & 31ST STREET,2010-06-11,16411
36TH AVENUE & 31ST STREET,2010-06-11,43795
BROADWAY & 31ST STREET,2010-06-11,73734
30TH AVENUE & 31ST STREET,2010-06-11,81749
ASTORIA BLVD & 31ST STREET,2010-06-11,66452
DITMARS BLVD & 31ST STREET,2010-06-11,91718
82ND STREET-JACKSON HEIGHTS,2010-06-11,95434
JUNCTION BLVD-ROOSEVELT AVE,2010-06-11,125907
CHURCH AVENUE,2010-06-11,82243
DEKALB AVENUE,2010-06-11,81471
METROPOLITAN AVENUE,2010-06-11,17831
145TH STREET,2010-06-11,113929
125TH STREET,2010-06-11,136517
BROADWAY-EAST NEW YORK,2010-06-11,40631
167TH ST-GRAND CONCOURSE,2010-06-11,48853
14TH STREET & 7TH AVENUE,2010-06-11,131611
CASTLE HILL AVENUE,2010-06-11,35915
WESTCHESTER SQUARE,2010-06-11,25911
BOROUGH HALL - COURT STREET,2010-06-11,206186
CHURCH AVENUE & NOSTRAND AV,2010-06-11,48202
FLATBUSH AVE & NOSTRAND AV,2010-06-11,91622
23RD STREET & 8TH AVENUE,2010-06-11,126316
FORDHAM RD/GRAND CONCOURSE,2010-06-11,59715
SEVENTH AVENUE & WEST 53RD,2010-06-11,80394
PARSONS BLVD & HILLSIDE AV,2010-06-11,32911
169TH STREET & HILLSIDE AVE,2010-06-11,43334
50TH STREET & 7TH AVENUE,2010-06-11,145504
242ND STREET & BROADWAY,2010-06-11,27502
CANAL STREET,2010-06-11,68500
FORDHAM ROAD & JEROME AVE,2010-06-11,65622
QUEENSBORO PLAZA,2010-06-11,46020
90TH STREET/ELMHURST AVENUE,2010-06-11,100812
FRANKLIN AVE/EASTERN PKWY,2010-06-11,64824
KINGSTON AVE/EASTERN PKWY,2010-06-11,26245
BROAD STREET & WALL STREET,2010-06-11,34231
175TH STREET/FT WASHINGTON,2010-06-11,67068
JAY ST-METROTECH,2010-06-11,143874
SUTPHIN BLVD-HILLSIDE AVE,2010-06-11,28815
BERGEN STREET-SMITH STREET,2010-06-11,60927
KINGS HIGHWAY-MCDONALD AVE,2010-06-11,17543
23RD STREET-PARK AVE SOUTH,2010-06-11,161974
125TH STREET-LEXINGTON AVE,2010-06-11,152514
MOSHOLU PARKWAY-JEROME AVE,2010-06-11,46437
HUNTERS PT AVE-49TH AVE,2010-06-11,30734
NEWKIRK AVE-NOSTRAND AVE,2010-06-11,39339
SHEEPSHEAD BAY ROAD,2010-06-11,77023
MYRTLE AVE-GATES AVENUE,2010-06-11,89805
WEST 4TH ST-WASHINGTON SQ,2010-06-11,230978
CANAL STREET-LISPENARD ST,2010-06-11,100838
QUEENS PLAZA-JACKSON AVE,2010-06-11,41034
71ST AVE-CONTINENTAL AVE,2010-06-11,138268
ESSEX ST-DELANCEY ST,2010-06-11,112950
28TH STREET-PARK AVE SOUTH,2010-06-11,131356
96TH STREET-LEXINGTON AVE,2010-06-11,140758
241TH ST-WHITE PLAINS RD,2010-06-11,23068
HUNTS PT AVE-SOUTHERN BLVD,2010-06-11,50695
61ST STREET-ROOSEVELT AVE,2010-06-11,101030
PARKSIDE AVE-OCEAN AVE,2010-06-11,36648
NEWKIRK AVE-EAST 16TH ST,2010-06-11,50675
AVENUE U-EAST 16TH STREET,2010-06-11,20340
STILLWELL AVE-CONEY ISLAND,2010-06-11,92653
ROCKAWAY PKWY-GLENWOOD RD,2010-06-11,58592
UTICA AVE-STUYVESANT AVE,2010-06-11,66629
TREMONT AVE-179TH ST,2010-06-11,43954
KINGSBRIDGE RD-196TH ST,2010-06-11,37277
BEDFORD PARK BLVD-203RD ST,2010-06-11,30532
205TH ST-BAINBRIDGE AVE,2010-06-11,39036
UNION TURNPIKE-KEW GARDENS,2010-06-11,132914
116TH STREET-COLUMBIA,2010-06-11,79568
ASTOR PLACE-4 AVENUE,2010-06-11,108725
KINGSBRIDGE RD-JEROME AVE,2010-06-11,46902
ELDER AVE-WESTCHESTER AVE,2010-06-11,54664
14TH STREET-6TH AVENUE,2010-06-11,140298
66TH STREET-BROADWAY,2010-06-11,118356
TOMPKINSVILLE,2010-06-11,4307
79TH STREET-BROADWAY,2010-06-11,99244
86TH STREET-BROADWAY,2010-06-11,109637
96TH STREET-BROADWAY,2010-06-11,206857
137TH STREET-BROADWAY,2010-06-11,73949
14TH STREET-UNION SQUARE,2010-06-11,648908
7TH AVENUE-PARK PLACE,2010-06-11,60041
BRIGHTON BEACH-CONEY ISLAND,2010-06-11,67407
207TH STREET-BROADWAY,2010-06-11,43523
181ST STREET-FT WASH AVE,2010-06-11,57097
8TH AVENUE-14TH STREET,2010-06-11,220963
33RD STREET-PARK AVENUE,2010-06-11,170166
68TH STREET-HUNTER COLLEGE,2010-06-11,178346
77TH STREET-LEXINGTON AVE,2010-06-11,205656
86TH STREET-LEXINGTON AVE,2010-06-11,364443
103RD STREET-LEXINGTON AVE,2010-06-11,86635
110TH STREET-LEXINGTON AVE,2010-06-11,65370
116TH STREET-LEXINGTON AVE,2010-06-11,85069
BEDFORD PARK BLVD-JEROME AV,2010-06-11,25643
CORTELYOU RD-EAST 16TH ST,2010-06-11,37867
DYCKMAN STREET-BROADWAY,2010-06-11,32783
86TH ST-CENTRAL PARK WEST,2010-06-11,55472
81ST STREET-MUSEUM,2010-06-11,70638
50TH STREET-8TH AVENUE,2010-06-11,98268
CHRISTOPHER ST-SHERIDAN SQ,2010-06-11,66446
23RD STREET-7TH AVENUE,2010-06-11,81674
103RD STREET-BROADWAY,2010-06-11,79563
110TH STREET-BROADWAY,2010-06-11,80939
157TH STREET-BROADWAY,2010-06-11,57804
BLEECKER ST-LAFAYETTE ST,2010-06-11,83184
161ST STREET-YANKEE STADIUM,2010-06-11,136724
PROSPECT PARK-EMPIRE BLVD,2010-06-11,50831
36TH STREET-4TH AVENUE,2010-06-11,72684
NOSTRAND AVE-FULTON ST,2010-06-11,81443
KINGSTON AVE-THROOP AVE,2010-06-11,26985
EUCLID AVE-PITKIN AVE,2010-06-11,47312
WOODHAVEN BLVD-QUEENS BLVD,2010-06-11,113723
63RD DRIVE-REGO PARK,2010-06-11,82917
23RD STREET-6TH AVENUE,2010-06-11,79336
CHURCH AVE-MCDONALD AVE,2010-06-11,51323
149TH ST-GRAND CONCOURSE,2010-06-11,59439
125TH STREET-LENOX AVENUE,2010-06-11,77580
135TH STREET-LENOX AVENUE,2010-06-11,72997
103RD ST-ROOSEVELT AVE,2010-06-11,102538
STERLING ST-NOSTRAND AVE,2010-06-11,30424
BEVERLY RD-NOSTRAND AVE,2010-06-11,20892
KINGS HIGHWAY-EAST 16TH ST,2010-06-11,95173
59TH STREET-4TH AVENUE,2010-06-11,71360
BAY RIDGE AVE-4TH AVENUE,2010-06-11,33533
77TH STREET-4TH AVENUE,2010-06-11,23938
86TH STREET-4TH AVENUE,2010-06-11,38957
BAY RIDGE - 95TH STREET,2010-06-11,26505
HOYT ST-SCHERMERHORN ST,2010-06-11,51868
ELMHURST AVE-BROADWAY,2010-06-11,68494
67TH AVENUE-QUEENS BLVD,2010-06-11,48035
CARROLL ST-PRESIDENT ST,2010-06-11,56866
167TH STREET-RIVER AVENUE,2010-06-11,49118
177TH STREET-PARKCHESTER,2010-06-11,73085
46TH ST-BLISS ST,2010-06-11,85046
CLARK STREET-HENRY STREET,2010-06-11,26331
HOYT STREET-HOYT STREET,2010-06-11,17870
GUN HILL ROAD-SEYMOUR,2010-06-11,27800
RECTOR STREET-CHURCH STREET,2010-06-11,48128
AVENUE J-EAST 16TH STREET,2010-06-11,33393
AVENUE M-EAST 16TH STREET,2010-06-11,22591
NECK ROAD-EAST 16TH STREET,2010-06-11,13095
UNION STREET-4TH AVENUE,2010-06-11,41098
45TH STREET-4TH AVENUE,2010-06-11,38236
53RD STREET-4TH AVENUE,2010-06-11,39441
50TH STREET-NEW UTRECHT AVE,2010-06-11,16040
BEDFORD AVE-NORTH 7TH ST,2010-06-11,144742
DEKALB AVE-WYCKOFF AVE,2010-06-11,59940
182ND STREET-183RD STREET,2010-06-11,25086
STEINWAY ST-BROADWAY,2010-06-11,81176
GREENPOINT AVE,2010-06-11,41566
GRAND ST-CHRISTIE ST,2010-06-11,148162
15TH ST-PROSPECT PARK WEST,2010-06-11,35740
18TH AVE-MCDONALD AVE,2010-06-11,22294
170TH STREET-JEROME AVENUE,2010-06-11,49248
BURNSIDE AVE-JEROME AVE,2010-06-11,54462
ST LAWRENCE AVE-WEST AVE,2010-06-11,27006
PROSPECT AVENUE-4TH AVENUE,2010-06-11,28365
55TH ST-NEW UTRECHT AVE,2010-06-11,10380
1ST AVENUE-14TH STREET,2010-06-11,127644
GRAHAM AVE-METROPOLITAN AVE,2010-06-11,57197
GRAND ST-BUSHWICK AVE,2010-06-11,31725
96TH ST-CENTRAL PARK WEST,2010-06-11,49635
HIGH ST-CADMAN PLAZA WEST,2010-06-11,39733
174TH-175TH ST-GRAND CONCOU,2010-06-11,24935
GRAND AVE-QUEENS BOULEVARD,2010-06-11,86501
VAN WYCK BLVD-MAIN STREET,2010-06-11,30101
NASSAU AVE-MANHATTAN AVE,2010-06-11,40309
EAST BROADWAY-MADISON ST,2010-06-11,68914
4TH AVENUE-9TH STREET,2010-06-11,65787
ROOSEVELT ISLAND,2010-06-11,50207
181ST STREET-ST NICHOLAS AV,2010-06-11,58806
40TH STREET-LOWERY STREET,2010-06-11,60129
BEVERLEY ROAD -EAST 15TH ST,2010-06-11,19453
AVENUE H-EAST 16TH STREET,2010-06-11,13708
OCEAN PKWAY-BRIGHTON BCH AV,2010-06-11,18358
MONTROSE AVENUE,2010-06-11,35277
HALSEY STREET-WYCKOFF AVE,2010-06-11,35733
46TH STREET-BROADWAY,2010-06-11,51595
METROPOLITAN AVE-LORIMER ST,2010-06-11,81026
BEDFORD AVENUE-NOSTRAND AVE,2010-06-11,33477
SMITH STREET-9TH STREET,2010-06-11,26724
AVENUE X-MCDONALD AVENUE,2010-06-11,13420
28TH STREET-7TH AVENUE,2010-06-11,73380
145TH STREET-BROADWAY,2010-06-11,55065
191ST STREET-ST NICHOLAS AV,2010-06-11,41045
183RD STREET-JEROME AVENUE,2010-06-11,34255
JACKSON AVENUE-VERNON BLVD,2010-06-11,61244
PRESIDENT ST-NOSTRAND AVE,2010-06-11,18338
25TH STREET-4TH AVENUE,2010-06-11,16611
JEFFERSON STREET-WYCKOFF AV,2010-06-11,32980
190TH STREET-OVERLOOK TERR,2010-06-11,23431
72ND STREET-CENTRAL PK WEST,2010-06-11,51912
SPRING STREET-6TH AVENUE,2010-06-11,64606
LAFAYETTE AVENUE-FULTON ST,2010-06-11,27657
CLINTON AVENUE-FULTON ST,2010-06-11,31528
MOTT AVENUE-BEACH 22ND ST,2010-06-11,22361
MYRTLE AVENUE-MARCY AVENUE,2010-06-11,21147
CLASSON AVENUE-LAFAYETTE AV,2010-06-11,22300
7TH AVENUE-9TH STREET,2010-06-11,63430
FT HAMILTON PKY-GREENWOOD,2010-06-11,28032
HOUSTON STREET-VARICK ST,2010-06-11,78822
33RD STREET-QUEENS BLVD,2010-06-11,63090
BAYCHESTER AVE-TILLOTSON,2010-06-11,17069
34TH STREET - PENN STATION,2010-06-11,297587
MORGAN AVENUE-HARRISON PL,2010-06-11,40855
WILSON AVENUE-MOFFAT STREET,2010-06-11,18538
163RD ST & AMSTERDAM AVE,2010-06-11,20725
FRANKLIN AVENUE-FULTON ST,2010-06-11,30366
NORTHERN BLVD-BROADWAY,2010-06-11,37979
BROADWAY - UNION AVENUE,2010-06-11,17019
2ND AVENUE-HOUSTON STREET,2010-06-11,97650
YORK STREET-JAY STREET,2010-06-11,37265
57TH STREET-6TH AVENUE,2010-06-11,85888
21ST STREET-QUEENSBRIDGE,2010-06-11,44617
RECTOR STREET-GREENWICH ST,2010-06-11,48459
238TH STREET-BROADWAY,2010-06-11,20326
138TH ST-GRAND CONCOURSE,2010-06-11,15832
MT EDEN AVENUE-JEROME AVE,2010-06-11,32622
176TH STREET-JEROME AVENUE,2010-06-11,23495
111TH STREET-ROOSEVELT AVE,2010-06-11,62090
BOWERY STREET-DELANCEY ST,2010-06-11,20071
WEST 6TH STREET-SURF AVENUE,2010-06-11,17758
BUSHWICK AVENUE-ABERDEEN ST,2010-06-11,6830
103RD ST-CENTRAL PARK WEST,2010-06-11,28789
155TH STREET-8TH AVENUE,2010-06-11,20960
FLUSHING AVENUE-MARCY AVE,2010-06-11,10416
LAFAYETTE AV-WASHINGTON AV,2010-06-11,25663
FULTON STREET-LAFAYETTE AV,2010-06-11,17335
63RD STREET-LEXINGTON AVE,2010-06-11,84016
CANAL STREET-VARICK STREET,2010-06-11,33561
18TH STREET-7TH AVENUE,2010-06-11,46987
SPRING STREET-LAFAYETTE ST,2010-06-11,73251
111TH STREET-LENOX AVENUE,2010-06-11,45120
116TH STREET-LENOX AVENUE,2010-06-11,58179
ZEREGA AVE-WESTCHESTER AVE,2010-06-11,13253
52ND STREET-ROOSEVELT AVE,2010-06-11,37162
WILLETS PT BLVD-ROOSEVELT,2010-06-11,55659
MORRIS PARK-PAULDING AVENUE,2010-06-11,9825
3RD AVENUE-14TH STREET,2010-06-11,37722
155TH STREET-ST NICHOLAS AV,2010-06-11,12354
135TH STREET-ST NICHOLAS AV,2010-06-11,23729
116TH STREET-8TH AVENUE,2010-06-11,32206
110TH STREET-8TH AVENUE,2010-06-11,38159
GASTON AVENUE-BEACH 67TH ST,2010-06-11,10997
STRAITON AVE-BEACH 60TH ST,2010-06-11,10819
FRANK AVENUE-BEACH 44TH ST,2010-06-11,3554
EDGEMERE-BEACH 36TH STREET,2010-06-11,3794
36TH STREET-NORTHERN BLVD,2010-06-11,21287
65TH STREET-BROADWAY,2010-06-11,19503
75TH AVENUE-QUEENS BLVD,2010-06-11,21426
VAN WYCK BLVD-METROPOLITAN,2010-06-11,20883
FRANKLIN STREET-WEST BWAY,2010-06-11,33948
145TH STREET-LENOX AVENUE,2010-06-11,15460
148TH STREET-LENOX AVENUE,2010-06-11,17116
45TH ROAD-COURT HOUSE SQ,2010-06-11,38254
69TH STREET-ROOSEVELT AVE,2010-06-11,29940
ATLANTIC AV-VAN SINDEREN AV,2010-06-11,6993
SUTTER AVE-VAN SINDEREN AVE,2010-06-11,20245
LIVONIA AVE-VAN SINDEREN AV,2010-06-11,12896
HEWES STREET-BROADWAY,2010-06-11,13265
LORIMER STREET-BROADWAY,2010-06-11,23784
104TH STREET-LIBERTY AVENUE,2010-06-11,9218
109TH STREET-LIBERTY AVENUE,2010-06-11,13432
LEFFERTS BLVD-LIBERTY AVE,2010-06-11,36504
NORTH CONDUIT AVE-COHANCEY,2010-06-11,4299
BEACH 25TH STREET-WAVECREST,2010-06-11,8519
23RD STREET-ELY AVENUE,2010-06-11,80625
21ST STREET-JACKSON AVENUE,2010-06-11,6641
PELHAM PKWY-WHITE PLAINS RD,2010-06-11,42196
ALLERTON AV-WHITE PLAINS RD,2010-06-11,27907
BURKE AVE-WHITE PLAINS ROAD,2010-06-11,18122
GUNHILL RD-WHITE PLAINS RD,2010-06-11,28208
219TH ST-WHITE PLAINS ROAD,2010-06-11,16603
225TH ST-WHITE PLAINS ROAD,2010-06-11,19439
233RD ST-WHITE PLAINS ROAD,2010-06-11,24531
9TH AVENUE-39TH STREET,2010-06-11,32039
FORT HAMILTON PKWY-45TH ST,2010-06-11,20064
71ST STREET-NEW UTRECHT AVE,2010-06-11,23847
79TH STREET-17TH AVENUE,2010-06-11,29173
18TH AVENUE-86TH STREET,2010-06-11,30436
20TH AVENUE-86TH STREET,2010-06-11,25148
BAY PARKWAY-86TH STREET,2010-06-11,33602
NEW LOTS AV-VAN SINDEREN AV,2010-06-11,18315
EAST 105TH ST-FARRAGUT ROAD,2010-06-11,18351
FLUSHING AVE-BROADWAY,2010-06-11,44548
MYRTLE AVENUE-BROADWAY,2010-06-11,48676
KOSCIUSKO STREET-BROADWAY,2010-06-11,22918
GATES AVENUE-BROADWAY,2010-06-11,28763
HALSEY STREET-BROADWAY,2010-06-11,29000
GRANT AVNUE-PITKIN AVENUE,2010-06-11,33433
HUDSON STREET-78TH STREET,2010-06-11,22098
BOYD STREET-88TH STREET,2010-06-11,14348
ROCKAWAY BLVD-LIBERTY AVE,2010-06-11,34832
174TH STREET-SOUTHERN BLVD,2010-06-11,34065
EAST TREMONT AVENUE-178 ST,2010-06-11,37608
EAST 180TH ST-MORRIS PARK,2010-06-11,27853
BRONX PARK EAST,2010-06-11,14085
8TH AVENUE-62ND STREET,2010-06-11,64832
FORT HAMILTON PARKWAY-62ND,2010-06-11,36376
18TH AVENUE-62ND STREET,2010-06-11,31193
20TH AVENUE-62ND STREET,2010-06-11,19647
BAY PARKWAY-66TH STREET,2010-06-11,38965
KINGS HIGHWAY-WEST 7TH ST,2010-06-11,30490
AVENUE U-WEST 7TH STREET,2010-06-11,22013
86TH STREET-AVENUE V,2010-06-11,13449
NEW UTRECHT AVENUE-62ND ST,2010-06-11,28846
25TH AVENUE-86TH STREET,2010-06-11,21513
BAY 50TH STREET-STILLWELL,2010-06-11,13540
CENTRAL AVE-MYRTLE AVE,2010-06-11,12881
SENECA AVENUE-PALMETTO ST,2010-06-11,11762
FOREST AVENUE-PUTNAM AVENUE,2010-06-11,18852
FRESH POND ROAD-68TH AVENUE,2010-06-11,26424
JACKSON AVENUE-WESTCHESTER,2010-06-11,27753
PROSPECT AVENUE-WESTCHESTER,2010-06-11,37292
INTERVALE 163RD STREET,2010-06-11,14183
SIMPSON ST-WESTCHESTER AVE,2010-06-11,45355
FREEMAN ST-SOUTHERN BLVD,2010-06-11,21927
PARK PLACE-FRANKLIN AVENUE,2010-06-11,12288
BOTANIC GARDEN-FRANKLIN AVE,2010-06-11,7740
KNICKERBOCKER AVE-MYRTLE AV,2010-06-11,17258
HOWARD BEACH-159TH AVE,2010-06-11,12747
BROAD CHANNEL-NOEL ROAD,2010-06-11,1708
HOLLAND-BEACH 90TH STREET,2010-06-11,5597
PLAYLAND-BEACH 98TH STREET,2010-06-11,1624
SEASIDE BEACH-105TH STREET,2010-06-11,1371
ROCKAWAY PARK-BEACH 116TH,2010-06-11,4904
DITMAS AVE-MCDONALD AVE,2010-06-11,24001
AVENUE I-MCDONALD AVENUE,2010-06-11,11304
MCDONALD AVE-22ND AVE,2010-06-11,5420
AVENUE N-MCDONALD AVENUE,2010-06-11,17003
AVENUE P-MCDONALD AVENUE,2010-06-11,14990
AVENUE U-MCDONALD AVENUE,2010-06-11,11561
NEPTUNE AVE-MCDONALD AVENUE,2010-06-11,8266
MIDDLETOWN ROAD-WESTCHESTER,2010-06-11,9352
BUHRE AVE-WESTCHESTER AVE,2010-06-11,16160
PELHAM BAY PARK-BRUCKNER BL,2010-06-11,27228
PELHAM PKWY-ESPLANADE,2010-06-11,13779
DYRE AVENUE-LIGHT STREET,2010-06-11,20998
CHAUNCEY STREET-ROCKAWAY AV,2010-06-11,14236
ALABAMA AVENUE-FULTON ST,2010-06-11,10239
VAN SICLEN AVENUE-FULTON ST,2010-06-11,14026
CLEVELAND STREET-FULTON ST,2010-06-11,16464
NORWOOD AVENUE-FULTON ST,2010-06-11,17891
CRESCENT STREET-FULTON ST,2010-06-11,24554
RALPH AVENUE-FULTON STREET,2010-06-11,25157
ROCKAWAY AVE-HOPKINSON AVE,2010-06-11,24225
LIBERTY AVE-PENNSYLVANIA AV,2010-06-11,12583
VAN SICLEN AVE-PITKIN AVE,2010-06-11,14981
SHEPERD AVE-PITKIN AVE,2010-06-11,15118
170TH STREET-GRAND CONC.,2010-06-11,30718
238TH ST-WHITE PLAINS ROAD,2010-06-11,14881
138TH STREET-3RD AVE,2010-06-11,37355
BROOK AVENUE-138TH STREET,2010-06-11,32743
CYPRESS AVENUE-138TH STREET,2010-06-11,19828
EAST 143RD ST-SOUTHERN BLVD,2010-06-11,4610
EAST 149TH ST-SOUTHERN BLVD,2010-06-11,21786
LONGWOOD AVE-SOUTHERN BLVD,2010-06-11,17433
WINTHROP ST-NOSTRAND AVE,2010-06-11,36291
72ND STREET & BROADWAY,2010-06-11,223729
23RD STREET-6TH AVENUE,2010-06-11,59358
PROSPECT AVE-4TH AVE,2010-06-11,5783
25TH STREET-4TH AVENUE,2010-06-11,5279
HOYT STREET-FULTON STREET,2010-06-11,9222
ORCHARD BEACH,2010-06-11,2603
MARCY AVENUE-BROADWAY,2010-06-11,54708
BROADWAY LAFAYETTE-BLEECKER,2010-06-11,127749
CANAL STREET-BROADWAY,2010-06-11,94833
CANAL ST-LAFAYETTE ST EAST,2010-06-11,140492
AIRTRAIN @ HOWARD BEACH,2010-06-11,37016
AIRTRAIN JAMAICA CENTER 1,2010-06-11,73073
PA-PATH WORLD TRADE CNTR,2010-06-11,101438
PA-PATH THIRTY THIRD ST,2010-06-11,87125
PA-PATH TWENTY THIRD ST,2010-06-11,18197
PA-PATH EXCHANGE PLACE,2010-06-11,35319
PA-PATH HARRISON,2010-06-11,16646
PA-PATH 14TH STREET,2010-06-11,26049
PA-PATH PAVONIA/NEWPORT,2010-06-11,36233
PA-PATH 9TH STREET,2010-06-11,13744
PA-PATH CHRISTOPHER ST,2010-06-11,13092
PA-PATH NEWARK,2010-06-11,66735
PA-PATH HOBOKEN,2010-06-11,74536
PA-PATH GROVE ST,2010-06-11,35575
PA-PATH JOURNAL SQUARE,2010-06-11,53891
WHITEHALL STREET,2010-06-18,152383
FULTON ST & BROADWAY NASSAU,2010-06-18,49359
CYPRESS HILLS,2010-06-18,7229
75TH STREET & ELDERTS LANE,2010-06-18,17595
85TH STREET & FOREST PKWAY,2010-06-18,19948
WOODHAVEN BOULEVARD,2010-06-18,21225
104TH STREET,2010-06-18,13719
111TH STREET,2010-06-18,12037
121ST STREET,2010-06-18,10881
42ND STREET & 8TH AVENUE,2010-06-18,155958
42ND STREET & 8TH AVENUE,2010-06-18,351750
34TH STREET & 8TH AVENUE,2010-06-18,351309
34TH STREET & 8TH AVENUE,2010-06-18,105716
FULTON STREET,2010-06-18,203694
FIFTH AVENUE,2010-06-18,119698
LEXINGTON AVENUE,2010-06-18,41588
LEXINGTON AVENUE,2010-06-18,176518
ROOSEVELT AVE/JACKSON HTS,2010-06-18,283174
179TH STREET & HILLSIDE AVE,2010-06-18,93450
47-50 STREETS/ROCKEFELLER,2010-06-18,316388
42ND STREET & 6TH AVENUE,2010-06-18,209311
34TH STREET & 6TH AVENUE,2010-06-18,432209
34TH STREET & 6TH AVENUE,2010-06-18,303697
SUTPHIN BOULEVARD,2010-06-18,93542
JAMAICA CENTER-PARSONS BLVD,2010-06-18,148034
WALL STREET,2010-06-18,136377
FULTON & WILLIAM STREETS,2010-06-18,125219
PARK PLACE,2010-06-18,278532
CHAMBERS STREET,2010-06-18,105334
34TH STREET & 7TH AVENUE,2010-06-18,203076
42ND STREET/TIMES SQUARE,2010-06-18,180101
42ND STREET/TIMES SQUARE,2010-06-18,415943
125TH STREET & BROADWAY,2010-06-18,44194
168TH STREET & BROADWAY,2010-06-18,143569
DYCKMAN STREET,2010-06-18,44218
207TH STREET,2010-06-18,32985
215TH STREET,2010-06-18,11807
225TH STREET,2010-06-18,31144
231ST STREET,2010-06-18,44779
BOWLING GREEN & BATTERY PL,2010-06-18,107515
BOWLING GREEN & BROADWAY,2010-06-18,32386
WALL STREET,2010-06-18,126558
BROOKLYN BRIDGE,2010-06-18,206266
42ND STREET & GRAND CENTRAL,2010-06-18,126427
42ND STREET & GRAND CENTRAL,2010-06-18,394253
42ND STREET & GRAND CENTRAL,2010-06-18,229614
42ND STREET & 3RD AVENUE,2010-06-18,60531
51ST STREET & LEXINGTON AVE,2010-06-18,131502
59TH STREET & LEXINGTON AVE,2010-06-18,158555
59TH STREET & LEXINGTON AVE,2010-06-18,207179
WOODLAWN ROAD,2010-06-18,34214
149TH STREET & 3RD AVENUE,2010-06-18,115904
FIFTH AVENUE & 42ND STREET,2010-06-18,61199
MAIN STREET,2010-06-18,275094
NEVINS STREET,2010-06-18,62183
ATLANTIC AVENUE,2010-06-18,193438
BERGEN STREET,2010-06-18,23543
GRAND ARMY PLAZA,2010-06-18,43807
EASTERN PARKWAY,2010-06-18,28093
NOSTRAND AVENUE,2010-06-18,21513
UTICA AVENUE,2010-06-18,136322
SUTTER AVENUE,2010-06-18,38310
SARATOGA AVENUE,2010-06-18,29735
ROCKWAY AVENUE,2010-06-18,28551
JUNIUS STREET,2010-06-18,11397
PENNSYLVANIA AVENUE,2010-06-18,28107
VAN SICLEN AVENUE,2010-06-18,16529
NEW LOTS AVENUE,2010-06-18,29332
ST GEORGE TERMINAL,2010-06-18,53781
FIFTH AVENUE & 60TH STREET,2010-06-18,112641
57TH STREET & 7TH AVENUE,2010-06-18,168719
49TH STREET & 7TH AVENUE,2010-06-18,155386
28TH STREET & BROADWAY,2010-06-18,60543
23RD STREET & 5TH AVENUE,2010-06-18,117892
59TH STREET/COLUMBUS CIRCLE,2010-06-18,369239
8TH STREET & BROADWAY,2010-06-18,100433
PRINCE STREET & BROADWAY,2010-06-18,96477
CITY HALL,2010-06-18,56378
CORTLANDT STREET,2010-06-18,21881
JAY ST-METROTECH,2010-06-18,24567
39TH AVENUE & 31ST STREET,2010-06-18,16002
36TH AVENUE & 31ST STREET,2010-06-18,44113
BROADWAY & 31ST STREET,2010-06-18,72822
30TH AVENUE & 31ST STREET,2010-06-18,80879
ASTORIA BLVD & 31ST STREET,2010-06-18,66308
DITMARS BLVD & 31ST STREET,2010-06-18,91931
82ND STREET-JACKSON HEIGHTS,2010-06-18,90277
JUNCTION BLVD-ROOSEVELT AVE,2010-06-18,125456
CHURCH AVENUE,2010-06-18,82783
DEKALB AVENUE,2010-06-18,82106
METROPOLITAN AVENUE,2010-06-18,18065
145TH STREET,2010-06-18,115122
125TH STREET,2010-06-18,141276
BROADWAY-EAST NEW YORK,2010-06-18,41226
167TH ST-GRAND CONCOURSE,2010-06-18,49646
14TH STREET & 7TH AVENUE,2010-06-18,135996
CASTLE HILL AVENUE,2010-06-18,37118
WESTCHESTER SQUARE,2010-06-18,26272
BOROUGH HALL - COURT STREET,2010-06-18,203049
CHURCH AVENUE & NOSTRAND AV,2010-06-18,48945
FLATBUSH AVE & NOSTRAND AV,2010-06-18,91316
23RD STREET & 8TH AVENUE,2010-06-18,123696
FORDHAM RD/GRAND CONCOURSE,2010-06-18,60993
SEVENTH AVENUE & WEST 53RD,2010-06-18,81856
